육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
중리하늘다리,시도,,안전로,전라북도 전주시 덕진구 안전로 (덕진구 중동 811),35.8356504,127.058715,39.8,5.0,,4.8,6.0,1.5,,Y,엘리베이터,,,,2014-01-01,N,양호,제한없음,,정기점검,2022-03-31,전라북도 전주시 걷고싶은도시과,2022-04-04,4640000,전라북도 전주시
버드내마을 아파트 앞 보도육교,시도,,계백로,대전광역시 중구 계백로 1508,36.31600744,127.3881365,32.5,6.0,5.0,5.0,2.5,1.2,9.0,Y,엘리베이터+경사로,,,,,N,보통,제한없음,,정기점검,2022-05-01,대전광역시,2023-01-05,6300000,대전광역시
안영동 보도육교,시도,,대둔산로,대전광역시 중구 대둔산로128번길 2,36.28235126,127.375866,37.0,6.0,5.0,5.0,4.0,1.2,11.0,Y,엘리베이터+경사로,,,,,N,보통,제한없음,,정기점검,2022-05-01,대전광역시,2023-01-05,6300000,대전광역시
용신보도육교,시도,,용신로,경기도 안산시 상록구 용신로 298,37.30213565,126.8550899,35.5,,,5.0,3.0,,,Y,엘리베이터,,,,2003-06-30,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
건건보도육교,시도,,반월로,경기도 안산시 상록구 반월로 27,37.30323933,126.9028497,40.9,,,5.0,3.0,,,Y,엘리베이터,,,,2003-05-17,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
사리보도육교,시도,,해양1로,경기도 안산시 상록구 해양1로 11,37.29492328,126.8257941,51.0,,,4.5,5.0,,,Y,엘리베이터+경사로,,,,2005-12-19,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
성포보도육교,시도,,삼일로,경기도 안산시 상록구 삼일로 670,37.32700744,126.8507556,36.0,,,4.8,3.0,,,Y,엘리베이터,,,,2006-04-01,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
한대앞역보도육교,시도,,충장로,경기도 안산시 상록구 충장로 337,37.31038189,126.8533807,27.3,,,6.0,3.5,,,Y,엘리베이터,,,,2010-06-01,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
부곡나래보도육교,시도,,성호로,경기도 안산시 상록구 성호로 303,37.33020555,126.8590429,80.0,,,4.5,3.0,,,Y,엘리베이터,,,,2016-12-31,N,양호,제한없음,,정기점검,2022-05-17,경기도 안산시 상록구청,2022-12-27,3930000,경기도 안산시
신길보도육교,시도,,중앙대로,경기도 안산시 단원구 중앙대로 397,37.33117947,126.7850035,48.5,5.0,5.0,4.5,4.0,1.2,10.0,Y,엘리베이터,1.0,0,0.0,2010-07-29,N,양호,제한없음,,정기점검,2022-05-31,경기도 안산시 단원구청,2022-12-27,3930000,경기도 안산시
안산역앞보도육교,시도,,중앙대로,경기도 안산시 단원구 중앙대로 441,37.328931,126.7885232,88.0,5.0,5.0,4.5,5.0,1.2,10.0,Y,엘리베이터,1.0,0,0.0,2010-07-29,N,양호,제한없음,,정기점검,2022-05-31,경기도 안산시 단원구청,2022-12-27,3930000,경기도 안산시
큰마을보도육교,일반국도,4,계룡로,대전광역시 서구 계룡로,36.34494939,127.3795425,51.3,5.0,,4.5,4.0,1.0,13.0,Y,엘리베이터+경사로,,,,1996-01-01, ,양호,제한없음,,정기점검,2022-06-29,대전광역시 서구청,2022-12-07,3660000,대전광역시 서구
미단시티육교,시도,,미단중앙로,인천광역시 중구 미단중앙로 47,37.52658683,126.5141918,164.6,4.5,13.5,4.5,2.4,,,Y,엘리베이터+경사로,,,,,N,보통,제한없음,,정기점검,2019-05-01,인천광역시 중구청,2023-01-30,3490000,인천광역시 중구
교연1육교,기타,대로2-1,교연로,충청북도 진천군 덕산읍 두촌리 2826,36.900171,127.540431,,,,5.0,,,,Y,엘리베이터+점자블럭,,,,,Y,양호,제한없음,,정기점검,2021-08-12,충청북도 진천군청 지역개발과,2023-01-11,4450000,충청북도 진천군
교연2육교,기타,대로2-1,교연로,충청북도 진천군 덕산읍 두촌리 2826,36.895871,127.528121,,,,5.0,,,,Y,엘리베이터+점자블럭,,,,,Y,양호,제한없음,,정기점검,2021-08-12,충청북도 진천군청 지역개발과,2023-01-11,4450000,충청북도 진천군
연미육교,기타,대로3-2,연미로,충청북도 진천군 덕산읍 두촌리 2445,36.907341,127.531761,,,,4.5,,,,Y,엘리베이터+점자블럭,,,,,Y,양호,제한없음,,정기점검,2021-08-12,충청북도 진천군청 지역개발과,2023-01-11,4450000,충청북도 진천군
행복육교,기타,,동수북로,인천광역시 부평구 동수북로 63,37.48771459,126.7140859,49.0,5.0,7.5,4.5,3.0,1.2,8.0,Y,엘리베이터,2.0,,,2005-01-02,N,양호,제한없음,,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
한강초교앞보도육교,특별시도,,한강대로,서울특별시 용산구 한강대로 54,37.5254668,126.964704,,,,4.2,,,,Y,엘리베이터,,,,,N,양호,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
한남초교앞보도육교,특별시도,,한남대로,서울특별시 용산구 한남대로 112,37.5392032,127.0055986,,,,4.3,,,,Y,엘리베이터,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
이촌고가차도,구도,,이촌로,서울특별시 용산구 이촌로 100-8,37.52448791,126.9579667,,,,4.5,,,,Y,엘리베이터,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
삼산1보도육교,구도,,영성동로,인천광역시 부평구 영성동로18번길 51,37.51819546,126.7497965,31.2,5.0,7.5,4.5,6.5,1.2,0.0,Y,엘리베이터+경사로,4.0,,,2010-01-01,N,양호,제한없음,2015년 삼산1보도육교 합성데크 보수공사,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
삼산2보도육교,시도,,평천로,인천광역시 부평구 평천로 521,37.51655745,126.7485267,70.9,5.0,7.5,4.5,5.5,1.2,0.0,Y,엘리베이터+경사로,4.0,,,2010-01-02,N,양호,제한없음,2019년 삼산2보도육교 정비공사-상판 목재 데크 교체-하부 각파이브 정비,정기점검,2022-12-05,인천광역시 부평구 도로과,2023-01-17,3540000,인천광역시 부평구
용산가족공원보도육교,시도,,서빙고로,서울특별시 용산구 서빙고로 137,37.52470233,126.9777412,,,,9.0,,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
한강중학교앞보도육교,시도,,서빙고로,서울특별시 용산구 서빙고로62길3,37.51974875,126.9938825,,,,4.2,,,,Y,엘리베이터,,,,,N,미흡,제한없음,,정기점검,2022-11-30,서울특별시 용산구청,2022-11-18,3020000,서울특별시 용산구
탑성마을 앞 보도육교,시도,2601번,헌릉로,서울특별시 서초구 헌릉로 137,37.4586838,127.0558256,46.6,,,4.8,4.0,,,Y,엘리베이터,,,,2013-06-30,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
우면1구름다리 보도육교,구도,2591번,태봉로,서울특별시 서초구 태봉로 59,37.46471047,127.0237693,52.4,,,0.0,29.2,,,Y,엘리베이터,,,,2012-12-31,N,보통,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
서초보금자리 앞 보도육교,시도,47번,양재대로,서울특별시 서초구 양재대로2길 8,37.4596342,127.0224342,45.0,,,5.0,4.0,,,Y,엘리베이터,,,,2016-01-29,N,양호,제한없음,,정기점검,2022-11-24,서울특별시 서초구청,2022-12-06,3210000,서울특별시 서초구
죽동보도육교,특별시도,,한밭대로,대전광역시 유성구 한밭대로 283,36.36662429,127.3317279,46.0,4.5,0.0,4.0,4.0,0.0,0.0,Y,엘리베이터,,,,,N,미흡,제한없음,,정기점검,2021-08-02,대전광역시,2023-01-05,6300000,대전광역시
월드컵보도육교,특별시도,,한밭대로,대전광역시 유성구 노은동로75번길 12,36.36680701,127.3231748,68.0,6.5,0.0,4.0,4.0,0.0,0.0,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2020-08-28,대전광역시,2023-01-05,6300000,대전광역시
화정초교앞 도육교,시도,,한밭대로,대전광역시 대덕구 한밭대로 1025-1,36.35836935,127.4125148,44.0,0.0,0.5,4.0,4.0,0.0,0.0,Y,엘리베이터,,,,,N,양호,제한없음,,정기점검,2022-05-30,대전광역시,2023-01-05,6300000,대전광역시
읍내동보도육교,시도,,계족로,대전광역시 대덕구 계족로740번길 6,36.37734528,127.4271044,30.6,0.0,0.5,4.0,4.0,0.0,0.0,Y,엘리베이터,,,,,N,양호,제한없음,,정기점검,2022-05-30,대전광역시,2023-01-05,6300000,대전광역시
와동보도육교,시도,,신탄진로,대전광역시 대덕구 신탄진로 188,36.39693423,127.422872,31.5,0.0,0.5,4.0,4.0,0.0,0.0,Y,엘리베이터,,,,,Y,양호,제한없음,,정기점검,2022-05-30,대전광역시,2023-01-05,6300000,대전광역시
조례보도육교,시도,,지봉로,전라남도 순천시 조례동 73-11 (조례동),34.952821,127.531859,30.9,,,4.5,3.5,,,Y,엘리베이터,2.0,,,2007-01-01,N,보통,제한없음,,정기점검,2021-12-06,전라남도 순천시청 도로과,2022-03-03,4820000,전라남도 순천시
순천역제1육교,시도,,이수로,전라남도 순천시 조곡동 129-49 (조곡동),34.942875,127.524664,50.0,,,4.5,3.0,,,Y,엘리베이터,2.0,,,2010-01-01,N,보통,제한없음,,정기점검,2021-12-06,전라남도 순천시청 도로과,2022-03-03,4820000,전라남도 순천시
순천역제2육교,시도,,이수1길,전라남도 순천시 덕암동 270-5 (덕암동),34.942816,127.503461,132.0,,,4.5,3.0,,,Y,엘리베이터,2.0,,,2010-01-01,N,보통,제한없음,,정기점검,2021-12-06,전라남도 순천시청 도로과,2022-03-03,4820000,전라남도 순천시
좌야육교,시도,,상성길,전라남도 순천시 해룡면 신대리 2118-5 (해룡면),34.938794,127.542308,31.0,,,4.5,4.0,,,Y,엘리베이터,1.0,,,2012-01-01,N,보통,제한없음,,정기점검,2021-12-06,전라남도 순천시청 도로과,2022-03-03,4820000,전라남도 순천시
양변보도육교,일반국도,23번,천안~서울,경기도 안성시 미양면 보체리 254-5,36.96346402,127.2475563,36.0,,,5.0,,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2021-06-30,경기도,2021-10-31,4080000,경기도 안성시
만정보도육교,지방도,38번,서산~동해,경기도 안성시 공도읍 만정리 산139-10,37.00301358,127.1765737,26.0,,,5.0,,,,Y,엘리베이터,,,,,N,보통,제한없음,,정기점검,2021-06-30,경기도 안성시청,2021-10-31,4080000,경기도 안성시
효덕1육교,시도,5호선,서문대로,광주광역시 남구 서문대로 625,35.11532682,126.897384,38.8,5.7,,4.8,3.5,,,Y,엘리베이터,2.0,,,,Y,보통,제한없음,,정기점검,2020-12-31,광주광역시남구청,2021-11-01,3610000,광주광역시 남구
행암육교,시도,35호선,효우로,광주광역시 남구 효우2로 20,35.10266055,126.8897524,42.5,5.5,,4.5,4.5,,,Y,엘리베이터,2.0,,,,Y,양호,제한없음,,정기점검,2020-12-31,광주광역시남구청,2021-11-01,3610000,광주광역시 남구
장항선육교,기타,해당없음,철도횡단,충청남도 아산시 어의정로183번길 14,36.7776938,127.017152,,,,7.5,,,,Y,엘리베이터,,,,, ,양호,제한없음,,정기점검,2021-03-26,아산시청,2021-10-01,4520000,충청남도 아산시
갈매중앙육교,시도,66번,갈매중앙로,경기도 구리시 갈매중앙로 86,37.63244035,127.1180029,34.0,6.0,5.0,4.5,4.0,1.2,,Y,엘리베이터,2.0,,,2018-01-01,N,양호,제한없음,,정기점검,2022-04-01,경기도 구리시청,2022-12-06,3980000,경기도 구리시
둔덕육교,시도,해당없음,쌍봉로,전라남도 여수시 쌍봉로 370,34.7674544,127.693913,27.2,4.4,,4.4,3.1,1.5,2.0,Y,엘리베이터,1.0,엘리베이터,2.0,1994-01-01,N,양호,제한없음,,정기점검,2018-11-26,전라남도 여수시청,2020-10-30,4810000,전라남도 여수시
보행1육교,시도,5001,정관로,부산광역시 기장군 정관읍 정관로 423,35.33196766,129.1672729,26.5,5.0,,4.5,6.0,,,Y,엘리베이터+경사로,,,,,N,양호,제한없음,,정기점검,2022-07-07,부산광역시 기장군,2023-01-16,3400000,부산광역시 기장군
보행2육교,시도,5001,정관로,부산광역시 기장군 정관읍 정관로 531,35.32390251,129.1729714,33.0,5.0,,4.5,6.0,,,Y,엘리베이터+경사로,,,,,N,양호,제한없음,,정기점검,2022-07-07,부산광역시 기장군,2023-01-16,3400000,부산광역시 기장군
보행3육교,시도,5001,정관로,부산광역시 기장군 정관읍 정관로 569,35.32170491,129.176269,33.1,5.0,,4.5,6.0,,,Y,엘리베이터+경사로,,,,,N,양호,제한없음,,정기점검,2022-07-07,부산광역시 기장군,2023-01-16,3400000,부산광역시 기장군
보행4육교,시도,5001,정관로,부산광역시 기장군 정관읍 정관로 601,35.32043902,129.1796389,33.1,5.0,,4.5,6.0,,,Y,엘리베이터+경사로,,,,,N,양호,제한없음,,정기점검,2022-07-07,부산광역시 기장군,2023-01-16,3400000,부산광역시 기장군
보행7육교,시도,81,정관중앙로,부산광역시 기장군 정관읍 정관7로 34,35.32180938,129.1786078,38.1,5.0,,4.5,6.0,,,Y,엘리베이터+경사로,,,,,N,양호,제한없음,,정기점검,2022-07-07,부산광역시 기장군,2023-01-16,3400000,부산광역시 기장군
구일우성아파트 앞 보도육교,시도,,남부순환로,서울특별시 구로구 구일로2길 60,37.48975717,126.8770793,66.0,4.3,,4.3,3.5,1.5,13.0,Y,엘리베이터,3.0,,,1988-11-15, ,보통,제한없음,,정밀점검,2023-01-06,서울특별시 구로구청,2023-01-27,3160000,서울특별시 구로구
골말공원 앞 보도육교,시도,,남부순환로,서울특별시 구로구 남부순환로105길 160,37.48306946,126.8856199,40.0,4.8,,4.8,2.8,1.5,7.0,Y,엘리베이터,2.0,,,1977-09-30, ,보통,제한없음,,정밀점검,2023-01-06,서울특별시 구로구청,2023-01-27,3160000,서울특별시 구로구
시전육교,시도,해당없음,새터로,전라남도 여수시 새터로 47,34.7604961,127.674545,23.4,4.8,,4.8,3.0,1.5,2.0,Y,엘리베이터+점자블럭,2.0,엘리베이터,2.0,2004-01-01,N,양호,제한없음,,정기점검,2018-11-26,전라남도 여수시청,2020-10-30,4810000,전라남도 여수시
충민육교,시도,해당없음,충민로,전라남도 여수시 연등1길 130-11,34.757349,127.726236,21.5,5.0,,5.0,3.0,1.5,2.0,Y,엘리베이터+점자블럭,2.0,엘리베이터,2.0,2012-01-01,N,양호,제한없음,,정기점검,2018-11-26,전라남도 여수시청,2020-10-30,4810000,전라남도 여수시
터미널육교,시도,해당없음,좌수영로,전라남도 여수시 좌수영로 268,34.7584145,127.717112,35.0,4.8,,4.8,3.0,1.5,2.0,Y,엘리베이터+점자블럭,2.0,엘리베이터,2.0,2002-01-01,N,양호,제한없음,,정기점검,2018-11-26,전라남도 여수시청,2020-10-30,4810000,전라남도 여수시
한려육교,시도,해당없음,쌍봉로,전라남도 여수시 쌍봉로 316,34.767155,127.689867,33.5,4.5,,4.5,2.0,1.5,2.0,Y,엘리베이터,1.0,엘리베이터,2.0,1997-01-01,N,양호,제한없음,,정기점검,2018-11-26,전라남도 여수시청,2020-10-30,4810000,전라남도 여수시
강서육교,일반국도,36번,가로수로,충청북도 청주시 흥덕구 가로수로,36.6265504,127.4216014,,,,4.8,,,,Y,엘리베이터,2.0,,,, ,양호,제한없음,,정기점검,2019-05-31,청주시 흥덕구청,2020-07-17,5710000,충청북도 청주시
휴암육교,일반국도,36번,가로수로,충청북도 청주시 흥덕구 가로수로,36.6212533,127.4033582,,,,4.8,,,,Y,엘리베이터,2.0,,,, ,양호,제한없음,,정기점검,2019-05-31,청주시 흥덕구청,2020-07-17,5710000,충청북도 청주시
오송육교,시도,1-105,오송생명3로,충청북도 청주시 흥덕구 오송읍 오송생명3로,36.6293826,127.3263202,,,,5.0,,,,Y,엘리베이터+경사로,3.0,,,, ,양호,제한없음,,정기점검,2019-05-31,청주시 흥덕구청,2020-07-17,5710000,충청북도 청주시
센텀파크APT 주변 보도육교 1,구도,,센텀동로,부산광역시 해운대구 재송2로175번길 43,35.17912316,129.1240043,25.0,,,5.0,3.4,,,Y,엘리베이터,,,,2005-01-01,N,양호,제한없음,,정기점검,2022-07-08,부산광역시 해운대구,2022-11-18,3330000,부산광역시 해운대구
센텀파크APT 주변 보도육교 2,구도,,센텀중앙로,부산광역시 해운대구 재송2로175번길 43,35.17859965,129.1230248,37.6,,,4.5,3.4,,,Y,엘리베이터,,,,2005-01-01,N,양호,제한없음,,정기점검,2022-07-08,부산광역시 해운대구,2022-11-18,3330000,부산광역시 해운대구
센텀파크APT 주변 보도육교 4,기타,,센텀북대로,부산광역시 해운대구 재송2로175번길 43,35.17629592,129.1248965,48.7,,,4.5,3.4,,,Y,엘리베이터,,,,2005-01-01,N,양호,제한없음,,정기점검,2022-07-08,부산광역시 해운대구,2022-11-18,3330000,부산광역시 해운대구
센텀중학교 인근 보도육교,구도,,수영강변대로~센텀북대로,부산광역시 해운대구 센텀북대로 32,35.17521672,129.1227173,16.0,,,5.4,3.5,,,Y,엘리베이터,,,,2004-01-01,N,양호,제한없음,,정기점검,2022-07-08,부산광역시 해운대구,2022-11-18,3330000,부산광역시 해운대구
연안여객부두 앞 육교,시도,,대교로,부산광역시 중구 중앙대로42번길 8,35.1011811,129.0374156,50.0,4.5,,4.5,3.0,,,Y,엘리베이터,1.0,,,2001-02-15,Y,양호,제한없음,2020.05.18 누수정비 A=47㎡,정기점검,2021-10-15,부산광역시 중구청 건설과,2022-10-24,3250000,부산광역시 중구
봉래초등학교 앞 육교,시도,,대영로,부산광역시 중구 대영로241-1,35.1123457,129.0372171,35.0,4.0,,4.2,4.0,,,Y,엘리베이터,1.0,,,1988-11-30,Y,양호,제한없음,2019.11.07 탄성포장재 및 도막방수재 설치 A=138㎡,정기점검,2021-10-15,부산광역시 중구청 건설과,2022-10-24,3250000,부산광역시 중구
송도곡각지 앞 육교,시도,1-8호선,대로,부산광역시 서구 충무대로 56,35.078649,129.018301,66.5,6.0,,5.5,3.0,1.2,6.0,Y,엘리베이터,2.0,,,1995-12-31, ,양호,제한없음,2020.08.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
동신초등학교 앞 육교,시도,3-7호선,광로,부산광역시 서구 보수대로 219-1,35.114451,129.019473,35.0,5.0,,4.5,3.0,1.2,6.0,Y,엘리베이터,2.0,,,1986-12-31, ,양호,제한없음,2021.07.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
구덕야구장 앞 육교,시도,3-7호선,광로,부산광역시 서구 동대신동3가 119-21,35.116255,129.017289,50.5,5.0,,4.5,3.5,1.2,4.0,Y,엘리베이터,2.0,,,1986-12-31, ,양호,제한없음,2022.01.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
부산여중 앞 육교,시도,3-7호선,광로,부산광역시 서구 보수대로 276,35.118217,129.015319,35.0,5.0,,4.5,4.0,1.2,4.0,Y,엘리베이터,1.0,,,1986-12-31, ,양호,제한없음,2021.07.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
구덕초등학교 앞 육교,시도,3-7호선,광로,부산광역시 서구 보수대로 312,35.119767,129.012297,34.0,5.5,,5.0,4.0,1.2,3.0,Y,엘리베이터,1.0,,,1986-12-31, ,양호,제한없음,2020.09.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
송도곡각지 앞 육교,시도,1-8호선,대로,부산광역시 서구 충무대로 56,35.078649,129.018301,66.5,6.0,,5.5,3.0,1.2,6.0,Y,엘리베이터,2.0,,,1995-12-31, ,양호,제한없음,2020.08.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
동신초등학교 앞 육교,시도,3-7호선,광로,부산광역시 서구 보수대로 219-1,35.114451,129.019473,35.0,5.0,,4.5,3.0,1.2,6.0,Y,엘리베이터,2.0,,,1986-12-31, ,양호,제한없음,2021.07.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
구덕야구장 앞 육교,시도,3-7호선,광로,부산광역시 서구 동대신동3가 119-21,35.116255,129.017289,50.5,5.0,,4.5,3.5,1.2,4.0,Y,엘리베이터,2.0,,,1986-12-31, ,양호,제한없음,2022.01.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
부산여중 앞 육교,시도,3-7호선,광로,부산광역시 서구 보수대로 276,35.118217,129.015319,35.0,5.0,,4.5,4.0,1.2,4.0,Y,엘리베이터,1.0,,,1986-12-31, ,양호,제한없음,2021.07.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
구덕초등학교 앞 육교,시도,3-7호선,광로,부산광역시 서구 보수대로 312,35.119767,129.012297,34.0,5.5,,5.0,4.0,1.2,3.0,Y,엘리베이터,1.0,,,1986-12-31, ,양호,제한없음,2020.09.(재도장 완료),정기점검,2022-05-19,부산광역시 서구청,2022-11-16,3260000,부산광역시 서구
구평IC육교,지방도,514호선,인동가산로,경상북도 구미시 인동가산로,36.092201,128.450052,121.5,7.275,,4.5,4.0,1.5,,Y,엘리베이터,2.0,캐노피,1.0,2020-02-29,N,양호,제한없음,,정기점검,2022-06-14,경상북도 구미시,2022-10-21,5080000,경상북도 구미시
